pos	nA	nC	nG	nT	GCsk	TAsk	cGCsk	cTAsk
1895500	344	180	182	294	2	-50	40600	18283
1896500	330	202	176	292	-26	-38	40574	18245
1897500	315	221	172	292	-49	-23	40525	18222
1898500	288	250	177	285	-73	-3	40452	18219
1899500	295	248	166	291	-82	-4	40370	18215
1900500	304	211	164	321	-47	17	40323	18232
1901500	329	189	201	281	12	-48	40335	18184
1902500	308	215	148	329	-67	21	40268	18205
1903500	315	243	172	270	-71	-45	40197	18160
1904500	323	225	169	283	-56	-40	40141	18120
1905500	338	205	156	301	-49	-37	40092	18083
1906500	319	197	148	336	-49	17	40043	18100
1907500	300	233	164	303	-69	3	39974	18103
1908500	375	204	166	255	-38	-120	39936	17983
1909500	351	186	180	283	-6	-68	39930	17915
1910500	331	194	191	284	-3	-47	39927	17868
1911500	342	232	167	259	-65	-83	39862	17785
1912500	299	237	157	307	-80	8	39782	17793
1913500	303	205	174	318	-31	15	39751	17808
1914500	351	187	164	298	-23	-53	39728	17755
1915500	292	200	216	292	16	0	39744	17755
1916500	320	206	190	284	-16	-36	39728	17719
1917500	371	178	150	301	-28	-70	39700	17649
1918500	336	193	163	308	-30	-28	39670	17621
1919500	337	187	181	295	-6	-42	39664	17579
1920500	314	191	195	300	4	-14	39668	17565
1921500	331	199	177	293	-22	-38	39646	17527
1922500	275	232	233	260	1	-15	39647	17512
1923500	356	179	129	336	-50	-20	39597	17492
1924500	289	217	170	324	-47	35	39550	17527
1925500	295	222	170	313	-52	18	39498	17545
1926500	312	191	196	301	5	-11	39503	17534
1927500	279	215	201	305	-14	26	39489	17560
1928500	355	185	174	286	-11	-69	39478	17491
1929500	352	171	242	235	71	-117	39549	17374
1930500	312	185	224	279	39	-33	39588	17341
1931500	309	196	154	341	-42	32	39546	17373
1932500	326	188	166	320	-22	-6	39524	17367
1933500	308	214	152	326	-62	18	39462	17385
1934500	330	219	178	273	-41	-57	39421	17328
1935500	340	194	164	302	-30	-38	39391	17290
1936500	298	193	159	350	-34	52	39357	17342
1937500	300	210	156	334	-54	34	39303	17376
1938500	293	208	160	339	-48	46	39255	17422
1939500	280	210	143	367	-67	87	39188	17509
1940500	299	276	161	264	-115	-35	39073	17474
1941500	291	222	150	337	-72	46	39001	17520
1942500	264	242	140	354	-102	90	38899	17610
1943500	254	204	182	360	-22	106	38877	17716
1944500	291	224	158	327	-66	36	38811	17752
1945500	257	224	172	347	-52	90	38759	17842
1946500	285	211	177	327	-34	42	38725	17884
1947500	315	209	162	314	-47	-1	38678	17883
1948500	309	223	172	296	-51	-13	38627	17870
1949500	290	239	160	311	-79	21	38548	17891
1950500	301	246	176	277	-70	-24	38478	17867
1951500	309	195	175	321	-20	12	38458	17879
1952500	296	212	230	262	18	-34	38476	17845
1953500	336	175	189	300	14	-36	38490	17809
1954500	308	212	183	297	-29	-11	38461	17798
1955500	286	229	171	314	-58	28	38403	17826
1956500	310	200	178	312	-22	2	38381	17828
1957500	337	186	159	318	-27	-19	38354	17809
1958500	358	197	181	264	-16	-94	38338	17715
1959500	292	196	214	298	18	6	38356	17721
1960500	312	210	199	279	-11	-33	38345	17688
1961500	304	190	210	296	20	-8	38365	17680
1962500	326	205	178	291	-27	-35	38338	17645
1963500	312	212	166	310	-46	-2	38292	17643
1964500	281	221	165	333	-56	52	38236	17695
1965500	286	225	163	326	-62	40	38174	17735
1966500	293	195	141	371	-54	78	38120	17813
1967500	318	242	165	275	-77	-43	38043	17770
1968500	313	225	172	290	-53	-23	37990	17747
1969500	300	232	168	300	-64	0	37926	17747
1970500	271	219	180	330	-39	59	37887	17806
1971500	315	219	165	301	-54	-14	37833	17792
1972500	309	235	180	276	-55	-33	37778	17759
1973500	325	217	166	292	-51	-33	37727	17726
1974500	403	202	157	238	-45	-165	37682	17561
1975500	343	181	169	307	-12	-36	37670	17525
1976500	294	221	167	318	-54	24	37616	17549
1977500	312	192	152	344	-40	32	37576	17581
1978500	339	185	171	305	-14	-34	37562	17547
1979500	325	205	170	300	-35	-25	37527	17522
1980500	342	172	165	321	-7	-21	37520	17501
1981500	282	196	160	362	-36	80	37484	17581
1982500	355	189	140	316	-49	-39	37435	17542
1983500	278	228	159	335	-69	57	37366	17599
1984500	294	222	159	325	-63	31	37303	17630
1985500	299	228	155	318	-73	19	37230	17649
1986500	287	247	171	295	-76	8	37154	17657
1987500	322	181	166	331	-15	9	37139	17666
1988500	317	191	147	345	-44	28	37095	17694
1989500	306	202	152	340	-50	34	37045	17728
1990500	325	224	192	259	-32	-66	37013	17662
1991500	312	207	206	275	-1	-37	37012	17625
1992500	350	187	176	287	-11	-63	37001	17562
1993500	303	218	186	293	-32	-10	36969	17552
1994500	378	174	154	294	-20	-84	36949	17468
1995500	351	179	174	296	-5	-55	36944	17413
1996500	351	189	168	292	-21	-59	36923	17354
1997500	325	200	201	274	1	-51	36924	17303
1998500	330	205	177	288	-28	-42	36896	17261
1999500	323	222	188	267	-34	-56	36862	17205
2000500	314	217	191	278	-26	-36	36836	17169
2001500	306	218	172	304	-46	-2	36790	17167
2002500	308	205	221	266	16	-42	36806	17125
2003500	316	205	179	300	-26	-16	36780	17109
2004500	330	188	182	300	-6	-30	36774	17079
2005500	339	202	178	281	-24	-58	36750	17021
2006500	338	207	178	277	-29	-61	36721	16960
2007500	348	203	166	283	-37	-65	36684	16895
2008500	315	202	171	312	-31	-3	36653	16892
2009500	274	196	170	360	-26	86	36627	16978
2010500	275	219	156	350	-63	75	36564	17053
2011500	307	206	159	328	-47	21	36517	17074
2012500	299	240	162	299	-78	0	36439	17074
2013500	329	210	169	292	-41	-37	36398	17037
2014500	307	230	156	307	-74	0	36324	17037
2015500	301	203	173	323	-30	22	36294	17059
2016500	326	217	162	295	-55	-31	36239	17028
2017500	310	243	152	295	-91	-15	36148	17013
2018500	335	172	221	272	49	-63	36197	16950
2019500	315	175	243	267	68	-48	36265	16902
2020500	313	208	202	277	-6	-36	36259	16866
2021500	318	204	212	266	8	-52	36267	16814
2022500	315	182	234	269	52	-46	36319	16768
2023500	315	189	218	278	29	-37	36348	16731
2024500	314	191	218	277	27	-37	36375	16694
2025500	351	185	190	274	5	-77	36380	16617
2026500	313	201	199	287	-2	-26	36378	16591
2027500	297	190	204	309	14	12	36392	16603
2028500	335	194	186	285	-8	-50	36384	16553
2029500	334	180	179	307	-1	-27	36383	16526
2030500	285	207	187	321	-20	36	36363	16562
2031500	334	178	196	292	18	-42	36381	16520
2032500	376	188	193	243	5	-133	36386	16387
2033500	357	186	197	260	11	-97	36397	16290
2034500	292	219	179	310	-40	18	36357	16308
2035500	314	211	179	296	-32	-18	36325	16290
2036500	286	229	178	307	-51	21	36274	16311
2037500	297	240	173	290	-67	-7	36207	16304
2038500	287	203	176	334	-27	47	36180	16351
2039500	310	243	161	286	-82	-24	36098	16327
2040500	290	241	161	308	-80	18	36018	16345
2041500	305	211	189	295	-22	-10	35996	16335
2042500	309	184	210	297	26	-12	36022	16323
2043500	301	184	195	320	11	19	36033	16342
2044500	324	224	165	287	-59	-37	35974	16305
2045500	304	246	153	297	-93	-7	35881	16298
2046500	287	193	181	339	-12	52	35869	16350
2047500	321	227	151	301	-76	-20	35793	16330
2048500	299	199	164	338	-35	39	35758	16369
2049500	287	206	192	315	-14	28	35744	16397
2050500	285	176	182	357	6	72	35750	16469
2051500	351	204	157	288	-47	-63	35703	16406
2052500	331	207	179	283	-28	-48	35675	16358
2053500	299	186	207	308	21	9	35696	16367
2054500	319	186	177	318	-9	-1	35687	16366
2055500	285	185	187	343	2	58	35689	16424
2056500	300	159	165	376	6	76	35695	16500
2057500	258	196	189	357	-7	99	35688	16599
2058500	375	163	156	306	-7	-69	35681	16530
2059500	297	187	142	374	-45	77	35636	16607
2060500	272	186	163	379	-23	107	35613	16714
2061500	295	194	162	349	-32	54	35581	16768
2062500	336	176	139	349	-37	13	35544	16781
2063500	279	182	170	369	-12	90	35532	16871
2064500	269	222	191	318	-31	49	35501	16920
2065500	266	237	180	317	-57	51	35444	16971
2066500	270	229	154	347	-75	77	35369	17048
2067500	281	215	161	343	-54	62	35315	17110
2068500	289	219	162	330	-57	41	35258	17151
2069500	302	218	159	321	-59	19	35199	17170
2070500	271	244	132	353	-112	82	35087	17252
2071500	289	250	205	256	-45	-33	35042	17219
2072500	335	189	175	301	-14	-34	35028	17185
2073500	324	199	209	268	10	-56	35038	17129
2074500	324	219	188	269	-31	-55	35007	17074
2075500	320	209	180	291	-29	-29	34978	17045
2076500	305	231	148	316	-83	11	34895	17056
2077500	335	217	155	293	-62	-42	34833	17014
2078500	320	247	171	262	-76	-58	34757	16956
2079500	337	194	173	296	-21	-41	34736	16915
2080500	332	192	181	295	-11	-37	34725	16878
2081500	369	187	170	274	-17	-95	34708	16783
2082500	333	194	146	327	-48	-6	34660	16777
2083500	312	205	203	280	-2	-32	34658	16745
2084500	333	188	169	310	-19	-23	34639	16722
2085500	356	187	179	278	-8	-78	34631	16644
2086500	383	163	180	274	17	-109	34648	16535
2087500	406	161	176	257	15	-149	34663	16386
2088500	347	206	177	270	-29	-77	34634	16309
2089500	330	201	171	298	-30	-32	34604	16277
2090500	332	195	179	294	-16	-38	34588	16239
2091500	328	199	155	318	-44	-10	34544	16229
2092500	321	190	180	309	-10	-12	34534	16217
2093500	379	162	187	272	25	-107	34559	16110
2094500	338	166	181	315	15	-23	34574	16087
2095500	296	219	167	318	-52	22	34522	16109
2096500	317	160	201	322	41	5	34563	16114
2097500	314	169	220	297	51	-17	34614	16097
2098500	364	208	124	304	-84	-60	34530	16037
2099500	323	196	174	307	-22	-16	34508	16021
2100500	317	190	172	321	-18	4	34490	16025
2101500	268	201	207	324	6	56	34496	16081
2102500	300	202	157	341	-45	41	34451	16122
2103500	334	162	171	333	9	-1	34460	16121
2104500	379	241	157	223	-84	-156	34376	15965
2105500	360	200	193	247	-7	-113	34369	15852
2106500	232	186	234	348	48	116	34417	15968
2107500	281	227	166	326	-61	45	34356	16013
2108500	280	220	177	323	-43	43	34313	16056
2109500	374	168	164	294	-4	-80	34309	15976
2110500	287	183	221	309	38	22	34347	15998
2111500	294	201	194	311	-7	17	34340	16015
2112500	311	221	176	292	-45	-19	34295	15996
2113500	296	187	192	325	5	29	34300	16025
2114500	297	224	181	298	-43	1	34257	16026
2115500	299	201	193	307	-8	8	34249	16034
2116500	293	193	168	346	-25	53	34224	16087
2117500	294	217	187	302	-30	8	34194	16095
2118500	321	195	180	304	-15	-17	34179	16078
2119500	336	178	176	310	-2	-26	34177	16052
2120500	326	171	200	303	29	-23	34206	16029
2121500	337	195	178	290	-17	-47	34189	15982
2122500	271	237	209	283	-28	12	34161	15994
2123500	365	172	172	291	0	-74	34161	15920
2124500	370	185	149	296	-36	-74	34125	15846
2125500	307	223	185	285	-38	-22	34087	15824
2126500	309	202	176	313	-26	4	34061	15828
2127500	326	197	156	321	-41	-5	34020	15823
2128500	349	196	156	299	-40	-50	33980	15773
2129500	320	169	170	341	1	21	33981	15794
2130500	301	220	161	318	-59	17	33922	15811
2131500	321	192	174	313	-18	-8	33904	15803
2132500	301	243	165	291	-78	-10	33826	15793
2133500	318	197	171	314	-26	-4	33800	15789
2134500	352	187	193	268	6	-84	33806	15705
2135500	349	186	180	285	-6	-64	33800	15641
2136500	293	202	229	276	27	-17	33827	15624
2137500	296	216	211	277	-5	-19	33822	15605
2138500	340	201	156	303	-45	-37	33777	15568
2139500	243	208	196	353	-12	110	33765	15678
2140500	291	212	192	305	-20	14	33745	15692
2141500	285	247	178	290	-69	5	33676	15697
2142500	328	197	186	289	-11	-39	33665	15658
2143500	304	243	162	291	-81	-13	33584	15645
2144500	320	215	183	282	-32	-38	33552	15607
2145500	284	220	193	303	-27	19	33525	15626
2146500	365	172	159	304	-13	-61	33512	15565
2147500	336	204	167	293	-37	-43	33475	15522
2148500	368	204	187	241	-17	-127	33458	15395
2149500	380	183	173	264	-10	-116	33448	15279
2150500	357	187	177	279	-10	-78	33438	15201
2151500	354	193	183	270	-10	-84	33428	15117
2152500	350	155	207	288	52	-62	33480	15055
2153500	335	210	195	260	-15	-75	33465	14980
2154500	320	218	196	266	-22	-54	33443	14926
2155500	321	185	146	348	-39	27	33404	14953
2156500	358	179	189	274	10	-84	33414	14869
2157500	305	191	175	329	-16	24	33398	14893
2158500	272	268	167	293	-101	21	33297	14914
2159500	289	219	201	291	-18	2	33279	14916
2160500	317	214	201	268	-13	-49	33266	14867
2161500	326	172	170	332	-2	6	33264	14873
2162500	371	167	169	293	2	-78	33266	14795
2163500	328	158	179	335	21	7	33287	14802
2164500	337	172	163	328	-9	-9	33278	14793
2165500	308	175	145	372	-30	64	33248	14857
2166500	298	181	170	351	-11	53	33237	14910
2167500	336	184	151	329	-33	-7	33204	14903
2168500	314	199	159	328	-40	14	33164	14917
2169500	332	193	149	326	-44	-6	33120	14911
2170500	336	186	170	308	-16	-28	33104	14883
2171500	309	190	172	329	-18	20	33086	14903
2172500	349	189	161	301	-28	-48	33058	14855
2173500	345	191	176	288	-15	-57	33043	14798
2174500	312	207	190	291	-17	-21	33026	14777
2175500	306	215	182	297	-33	-9	32993	14768
2176500	296	198	170	336	-28	40	32965	14808
2177500	282	206	194	318	-12	36	32953	14844
2178500	313	220	171	296	-49	-17	32904	14827
2179500	318	176	169	337	-7	19	32897	14846
2180500	292	215	177	316	-38	24	32859	14870
2181500	317	184	175	324	-9	7	32850	14877
2182500	301	203	176	320	-27	19	32823	14896
2183500	259	219	177	345	-42	86	32781	14982
2184500	317	212	140	331	-72	14	32709	14996
2185500	391	157	155	297	-2	-94	32707	14902
2186500	279	218	167	336	-51	57	32656	14959
2187500	353	165	178	304	13	-49	32669	14910
2188500	405	156	169	270	13	-135	32682	14775
2189500	326	199	160	315	-39	-11	32643	14764
2190500	327	208	161	304	-47	-23	32596	14741
2191500	291	187	175	347	-12	56	32584	14797
2192500	264	209	175	352	-34	88	32550	14885
2193500	344	171	195	290	24	-54	32574	14831
2194500	377	176	179	268	3	-109	32577	14722
2195500	322	229	200	249	-29	-73	32548	14649
2196500	305	221	162	312	-59	7	32489	14656
2197500	370	188	175	267	-13	-103	32476	14553
2198500	348	189	166	297	-23	-51	32453	14502
2199500	343	200	201	256	1	-87	32454	14415
2200500	334	183	160	323	-23	-11	32431	14404
2201500	342	191	177	290	-14	-52	32417	14352
2202500	385	173	143	299	-30	-86	32387	14266
2203500	328	199	159	314	-40	-14	32347	14252
2204500	279	226	159	336	-67	57	32280	14309
2205500	289	227	163	321	-64	32	32216	14341
2206500	331	213	157	299	-56	-32	32160	14309
2207500	311	188	171	330	-17	19	32143	14328
2208500	295	196	144	365	-52	70	32091	14398
2209500	324	172	162	342	-10	18	32081	14416
2210500	359	163	173	305	10	-54	32091	14362
2211500	348	186	178	288	-8	-60	32083	14302
2212500	269	205	169	357	-36	88	32047	14390
2213500	257	181	190	372	9	115	32056	14505
2214500	332	179	183	306	4	-26	32060	14479
2215500	322	189	170	319	-19	-3	32041	14476
2216500	371	166	153	310	-13	-61	32028	14415
2217500	294	185	213	308	28	14	32056	14429
2218500	298	198	187	317	-11	19	32045	14448
2219500	332	226	195	247	-31	-85	32014	14363
2220500	333	198	186	283	-12	-50	32002	14313
2221500	265	206	157	372	-49	107	31953	14420
2222500	290	214	161	335	-53	45	31900	14465
2223500	346	211	167	276	-44	-70	31856	14395
2224500	335	189	190	286	1	-49	31857	14346
2225500	332	168	191	309	23	-23	31880	14323
2226500	367	172	176	285	4	-82	31884	14241
2227500	331	180	207	282	27	-49	31911	14192
2228500	300	226	187	287	-39	-13	31872	14179
2229500	323	209	179	289	-30	-34	31842	14145
2230500	280	230	172	318	-58	38	31784	14183
2231500	257	215	157	371	-58	114	31726	14297
2232500	300	194	173	333	-21	33	31705	14330
2233500	322	199	171	308	-28	-14	31677	14316
2234500	299	185	174	342	-11	43	31666	14359
2235500	361	176	118	345	-58	-16	31608	14343
2236500	353	203	162	282	-41	-71	31567	14272
2237500	319	193	181	307	-12	-12	31555	14260
2238500	330	207	176	287	-31	-43	31524	14217
2239500	315	207	155	323	-52	8	31472	14225
2240500	302	182	151	365	-31	63	31441	14288
2241500	317	200	160	323	-40	6	31401	14294
2242500	335	169	173	323	4	-12	31405	14282
2243500	316	244	171	269	-73	-47	31332	14235
2244500	328	246	164	262	-82	-66	31250	14169
2245500	298	227	163	312	-64	14	31186	14183
2246500	306	217	165	312	-52	6	31134	14189
2247500	333	229	165	273	-64	-60	31070	14129
2248500	350	178	157	315	-21	-35	31049	14094
2249500	287	214	156	343	-58	56	30991	14150
2250500	278	241	165	316	-76	38	30915	14188
2251500	302	224	173	301	-51	-1	30864	14187
2252500	283	241	179	297	-62	14	30802	14201
2253500	281	214	191	314	-23	33	30779	14234
2254500	302	233	136	329	-97	27	30682	14261
2255500	308	243	148	301	-95	-7	30587	14254
2256500	333	172	222	273	50	-60	30637	14194
2257500	285	214	174	327	-40	42	30597	14236
2258500	357	196	157	290	-39	-67	30558	14169
2259500	339	182	207	272	25	-67	30583	14102
2260500	309	166	164	361	-2	52	30581	14154
2261500	354	187	178	281	-9	-73	30572	14081
2262500	287	258	170	285	-88	-2	30484	14079
2263500	304	210	162	324	-48	20	30436	14099
2264500	331	178	158	333	-20	2	30416	14101
2265500	282	246	192	280	-54	-2	30362	14099
2266500	294	238	174	294	-64	0	30298	14099
2267500	318	213	156	313	-57	-5	30241	14094
2268500	280	241	177	302	-64	22	30177	14116
2269500	274	253	166	307	-87	33	30090	14149
2270500	251	251	173	325	-78	74	30012	14223
2271500	270	227	176	327	-51	57	29961	14280
2272500	275	201	167	357	-34	82	29927	14362
2273500	318	194	205	283	11	-35	29938	14327
2274500	308	242	183	267	-59	-41	29879	14286
2275500	353	193	173	281	-20	-72	29859	14214
2276500	268	205	203	324	-2	56	29857	14270
2277500	305	255	156	284	-99	-21	29758	14249
2278500	292	245	170	293	-75	1	29683	14250
2279500	368	210	171	251	-39	-117	29644	14133
2280500	336	206	178	280	-28	-56	29616	14077
2281500	310	211	211	268	0	-42	29616	14035
2282500	338	172	158	332	-14	-6	29602	14029
2283500	310	177	144	369	-33	59	29569	14088
2284500	282	195	205	318	10	36	29579	14124
2285500	298	186	175	341	-11	43	29568	14167
2286500	336	184	207	273	23	-63	29591	14104
2287500	318	183	212	287	29	-31	29620	14073
2288500	344	185	179	292	-6	-52	29614	14021
2289500	304	220	174	302	-46	-2	29568	14019
2290500	324	211	180	285	-31	-39	29537	13980
2291500	276	192	192	340	0	64	29537	14044
2292500	280	237	188	295	-49	15	29488	14059
2293500	272	205	179	344	-26	72	29462	14131
2294500	310	239	165	286	-74	-24	29388	14107
2295500	342	213	158	287	-55	-55	29333	14052
2296500	332	205	173	290	-32	-42	29301	14010
2297500	310	190	182	318	-8	8	29293	14018
2298500	334	189	161	316	-28	-18	29265	14000
2299500	288	196	240	276	44	-12	29309	13988
2300500	319	192	215	274	23	-45	29332	13943
2301500	316	207	182	295	-25	-21	29307	13922
2302500	267	237	200	296	-37	29	29270	13951
2303500	291	242	165	302	-77	11	29193	13962
2304500	272	258	188	282	-70	10	29123	13972
2305500	312	215	202	271	-13	-41	29110	13931
2306500	340	182	160	318	-22	-22	29088	13909
2307500	330	187	169	314	-18	-16	29070	13893
2308500	339	194	191	276	-3	-63	29067	13830
2309500	274	174	195	357	21	83	29088	13913
2310500	285	180	184	351	4	66	29092	13979
2311500	279	200	211	310	11	31	29103	14010
2312500	309	222	170	299	-52	-10	29051	14000
2313500	291	213	136	360	-77	69	28974	14069
2314500	285	207	145	363	-62	78	28912	14147
2315500	359	173	160	308	-13	-51	28899	14096
2316500	391	165	189	255	24	-136	28923	13960
2317500	286	226	176	312	-50	26	28873	13986
2318500	312	225	163	300	-62	-12	28811	13974
2319500	311	181	171	337	-10	26	28801	14000
2320500	348	201	186	265	-15	-83	28786	13917
2321500	358	184	202	256	18	-102	28804	13815
2322500	308	202	174	316	-28	8	28776	13823
2323500	289	211	188	312	-23	23	28753	13846
2324500	316	163	220	301	57	-15	28810	13831
2325500	344	195	198	263	3	-81	28813	13750
2326500	373	159	203	265	44	-108	28857	13642
2327500	354	187	154	305	-33	-49	28824	13593
2328500	305	180	194	321	14	16	28838	13609
2329500	309	223	173	295	-50	-14	28788	13595
2330500	283	210	153	354	-57	71	28731	13666
2331500	232	191	185	392	-6	160	28725	13826
2332500	271	204	196	329	-8	58	28717	13884
2333500	267	231	175	327	-56	60	28661	13944
2334500	267	221	207	305	-14	38	28647	13982
2335500	320	211	151	318	-60	-2	28587	13980
2336500	371	187	159	283	-28	-88	28559	13892
2337500	361	216	148	275	-68	-86	28491	13806
2338500	334	186	160	320	-26	-14	28465	13792
2339500	322	188	179	311	-9	-11	28456	13781
2340500	260	179	154	407	-25	147	28431	13928
2341500	283	206	150	361	-56	78	28375	14006
2342500	264	223	173	340	-50	76	28325	14082
2343500	328	183	186	303	3	-25	28328	14057
2344500	369	149	162	320	13	-49	28341	14008
2345500	322	178	158	342	-20	20	28321	14028
2346500	385	169	138	308	-31	-77	28290	13951
2347500	248	189	195	368	6	120	28296	14071
2348500	328	228	167	277	-61	-51	28235	14020
2349500	306	231	177	286	-54	-20	28181	14000
2350500	338	226	181	255	-45	-83	28136	13917
2351500	295	229	210	266	-19	-29	28117	13888
2352500	286	223	195	296	-28	10	28089	13898
2353500	288	213	204	295	-9	7	28080	13905
2354500	312	158	173	357	15	45	28095	13950
2355500	311	179	138	372	-41	61	28054	14011
2356500	348	169	163	320	-6	-28	28048	13983
2357500	298	182	187	333	5	35	28053	14018
2358500	329	176	193	302	17	-27	28070	13991
2359500	290	201	182	327	-19	37	28051	14028
2360500	348	177	148	327	-29	-21	28022	14007
2361500	310	196	174	320	-22	10	28000	14017
2362500	289	227	176	308	-51	19	27949	14036
2363500	281	207	176	336	-31	55	27918	14091
2364500	316	187	187	310	0	-6	27918	14085
2365500	366	157	188	289	31	-77	27949	14008
2366500	366	187	200	247	13	-119	27962	13889
2367500	374	174	185	267	11	-107	27973	13782
2368500	376	157	170	297	13	-79	27986	13703
2369500	369	170	179	282	9	-87	27995	13616
2370500	321	177	160	342	-17	21	27978	13637
2371500	314	189	194	303	5	-11	27983	13626
2372500	340	194	191	275	-3	-65	27980	13561
2373500	351	204	212	233	8	-118	27988	13443
2374500	334	223	192	251	-31	-83	27957	13360
2375500	365	207	205	223	-2	-142	27955	13218
2376500	402	171	191	236	20	-166	27975	13052
2377500	293	200	203	304	3	11	27978	13063
2378500	344	210	200	246	-10	-98	27968	12965
2379500	330	205	174	291	-31	-39	27937	12926
2380500	323	210	202	265	-8	-58	27929	12868
2381500	329	212	197	262	-15	-67	27914	12801
2382500	351	198	216	235	18	-116	27932	12685
2383500	322	228	197	253	-31	-69	27901	12616
2384500	377	202	204	217	2	-160	27903	12456
2385500	407	169	185	239	16	-168	27919	12288
2386500	404	168	191	237	23	-167	27942	12121
2387500	308	189	193	310	4	2	27946	12123
2388500	337	200	214	249	14	-88	27960	12035
2389500	333	204	212	251	8	-82	27968	11953
2390500	353	196	211	240	15	-113	27983	11840
2391500	381	182	195	242	13	-139	27996	11701
2392500	318	155	168	359	13	41	28009	11742
2393500	320	214	143	323	-71	3	27938	11745
2394500	326	201	158	315	-43	-11	27895	11734
2395500	296	231	149	324	-82	28	27813	11762
2396500	372	194	169	265	-25	-107	27788	11655
2397500	292	191	229	288	38	-4	27826	11651
2398500	347	185	153	315	-32	-32	27794	11619
2399500	332	191	176	301	-15	-31	27779	11588
2400500	350	212	154	284	-58	-66	27721	11522
2401500	336	175	179	310	4	-26	27725	11496
2402500	373	197	168	262	-29	-111	27696	11385
2403500	308	232	175	285	-57	-23	27639	11362
2404500	345	183	176	296	-7	-49	27632	11313
2405500	304	186	161	349	-25	45	27607	11358
2406500	352	177	176	295	-1	-57	27606	11301
2407500	319	208	179	294	-29	-25	27577	11276
2408500	331	163	191	315	28	-16	27605	11260
2409500	330	180	153	337	-27	7	27578	11267
2410500	306	185	141	368	-44	62	27534	11329
2411500	298	200	182	320	-18	22	27516	11351
2412500	283	236	169	312	-67	29	27449	11380
2413500	283	192	168	357	-24	74	27425	11454
2414500	270	208	187	335	-21	65	27404	11519
2415500	263	200	168	369	-32	106	27372	11625
2416500	301	205	166	328	-39	27	27333	11652
2417500	299	196	156	349	-40	50	27293	11702
2418500	321	157	139	383	-18	62	27275	11764
2419500	361	148	148	343	0	-18	27275	11746
2420500	305	190	187	318	-3	13	27272	11759
2421500	295	234	184	287	-50	-8	27222	11751
2422500	304	223	179	294	-44	-10	27178	11741
2423500	327	192	206	275	14	-52	27192	11689
2424500	314	191	218	277	27	-37	27219	11652
2425500	277	208	212	303	4	26	27223	11678
2426500	279	203	222	296	19	17	27242	11695
2427500	277	194	188	341	-6	64	27236	11759
2428500	349	173	171	307	-2	-42	27234	11717
2429500	358	175	165	302	-10	-56	27224	11661
2430500	340	188	182	290	-6	-50	27218	11611
2431500	372	161	164	303	3	-69	27221	11542
2432500	378	158	160	304	2	-74	27223	11468
2433500	365	154	182	299	28	-66	27251	11402
2434500	383	165	174	278	9	-105	27260	11297
2435500	366	164	203	267	39	-99	27299	11198
2436500	321	185	183	311	-2	-10	27297	11188
2437500	311	190	186	313	-4	2	27293	11190
2438500	317	212	205	266	-7	-51	27286	11139
2439500	348	216	168	268	-48	-80	27238	11059
2440500	269	221	225	285	4	16	27242	11075
2441500	329	222	198	251	-24	-78	27218	10997
2442500	311	201	214	274	13	-37	27231	10960
2443500	330	200	211	259	11	-71	27242	10889
2444500	327	210	211	252	1	-75	27243	10814
2445500	324	202	201	273	-1	-51	27242	10763
2446500	319	212	193	276	-19	-43	27223	10720
2447500	308	208	183	301	-25	-7	27198	10713
2448500	374	179	145	302	-34	-72	27164	10641
2449500	316	207	165	312	-42	-4	27122	10637
2450500	397	197	149	257	-48	-140	27074	10497
2451500	392	140	170	298	30	-94	27104	10403
2452500	398	125	170	307	45	-91	27149	10312
2453500	330	188	156	326	-32	-4	27117	10308
2454500	296	179	177	348	-2	52	27115	10360
2455500	301	187	161	351	-26	50	27089	10410
2456500	318	183	210	289	27	-29	27116	10381
2457500	303	182	189	326	7	23	27123	10404
2458500	356	160	190	294	30	-62	27153	10342
2459500	314	205	174	307	-31	-7	27122	10335
2460500	314	206	147	333	-59	19	27063	10354
2461500	367	167	170	296	3	-71	27066	10283
2462500	305	179	168	348	-11	43	27055	10326
2463500	269	191	182	358	-9	89	27046	10415
2464500	306	194	160	340	-34	34	27012	10449
2465500	267	233	154	346	-79	79	26933	10528
2466500	302	258	155	285	-103	-17	26830	10511
2467500	284	215	181	320	-34	36	26796	10547
2468500	305	190	178	327	-12	22	26784	10569
2469500	382	208	155	255	-53	-127	26731	10442
2470500	354	183	166	297	-17	-57	26714	10385
2471500	309	183	158	350	-25	41	26689	10426
2472500	325	192	174	309	-18	-16	26671	10410
2473500	325	198	150	327	-48	2	26623	10412
2474500	305	211	176	308	-35	3	26588	10415
2475500	330	193	175	302	-18	-28	26570	10387
2476500	313	201	189	297	-12	-16	26558	10371
2477500	323	186	187	304	1	-19	26559	10352
2478500	344	208	169	279	-39	-65	26520	10287
2479500	292	184	210	314	26	22	26546	10309
2480500	303	225	167	305	-58	2	26488	10311
2481500	310	209	153	328	-56	18	26432	10329
2482500	290	211	166	333	-45	43	26387	10372
2483500	251	211	147	391	-64	140	26323	10512
2484500	296	180	136	388	-44	92	26279	10604
2485500	358	172	183	287	11	-71	26290	10533
2486500	316	180	221	283	41	-33	26331	10500
2487500	356	184	192	268	8	-88	26339	10412
2488500	372	158	191	279	33	-93	26372	10319
2489500	404	140	175	281	35	-123	26407	10196
2490500	319	219	142	320	-77	1	26330	10197
2491500	327	189	164	320	-25	-7	26305	10190
